outliers,consider_duplicates,threshold,significance,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
True,True,0.01,0.01,0.9955981140410699,0.9898342700209674,0.99906,0.6605503452764098,90935.41788705018,1.5082199384428243,0.39868911999034223
True,True,0.01,0.02,0.9955981140410699,0.9898342700209674,0.99906,0.6605503452764098,90935.41788705018,1.5082199384428243,0.39868911999034223
True,True,0.01,0.05,0.9955981140410699,0.9898342700209674,0.99906,0.6605503452764098,90935.41788705018,1.5082199384428243,0.39868911999034223
True,True,0.01,0.1,0.9303431308036664,0.9133529554668384,0.99446,0.6038252722052267,67971.30433695743,2.1410716022517855,0.31836268847966265
True,True,0.01,0.2,0.9625702888921716,0.9510240920884905,0.9979,0.6067383876526944,69540.80897240207,4.60726025690447,0.17834021503971664
True,True,0.01,0.4,0.9936052608457917,0.9854007828990474,0.99958,0.5788614977017938,30606.647105407785,4.96149491488068,0.16774316078067394
True,True,0.01,1.0,5.8269770439967046e-05,0.07291890275975982,0.85102,-0.680401224805451,3.3013018834281938,12.562851038784396,0.07373081051619568
True,True,0.05,0.01,0.9955981140410699,0.9898342700209674,0.99906,0.6605503452764098,90935.41788705018,1.5082199384428243,0.39868911999034223
True,True,0.05,0.02,0.9955981140410699,0.9898342700209674,0.99906,0.6605503452764098,90935.41788705018,1.5082199384428243,0.39868911999034223
True,True,0.05,0.05,0.9955981140410699,0.9898342700209674,0.99906,0.6605503452764098,90935.41788705018,1.5082199384428243,0.39868911999034223
True,True,0.05,0.1,0.9303431308036664,0.9133529554668384,0.99446,0.6038252722052267,67971.30433695743,2.1410716022517855,0.31836268847966265
True,True,0.05,0.2,0.9625702888921716,0.9510240920884905,0.9979,0.6067383876526944,69540.80897240207,4.60726025690447,0.17834021503971664
True,True,0.05,0.4,0.9936052608457917,0.9854007828990474,0.99958,0.5788614977017938,30606.647105407785,4.96149491488068,0.16774316078067394
True,True,0.05,1.0,6.012219170185157e-05,0.07389079781960725,0.8521,-0.6798023244296795,3.344328539572508,12.668763475397459,0.07315950720779607
True,True,0.1,0.01,0.9955981140410699,0.9898342700209674,0.99906,0.6605503452764098,90935.41788705018,1.5082199384428243,0.39868911999034223
True,True,0.1,0.02,0.9955981140410699,0.9898342700209674,0.99906,0.6605503452764098,90935.41788705018,1.5082199384428243,0.39868911999034223
True,True,0.1,0.05,0.9955981140410699,0.9898342700209674,0.99906,0.6605503452764098,90935.41788705018,1.5082199384428243,0.39868911999034223
True,True,0.1,0.1,0.9303431308036664,0.9133529554668384,0.99446,0.6038252722052267,67971.30433695743,2.1410716022517855,0.31836268847966265
True,True,0.1,0.2,0.9625702888921716,0.9510240920884905,0.9979,0.6067383876526944,69540.80897240207,4.60726025690447,0.17834021503971664
True,True,0.1,0.4,0.9936052608457917,0.9854007828990474,0.99958,0.5788614977017938,30606.647105407785,4.96149491488068,0.16774316078067394
True,True,0.1,1.0,6.012219170185157e-05,0.07389079781960725,0.8521,-0.6798023244296795,3.344328539572508,12.668763475397459,0.07315950720779607
True,True,0.15,0.01,0.9955981140410699,0.9898342700209674,0.99906,0.6605503452764098,90935.41788705018,1.5082199384428243,0.39868911999034223
True,True,0.15,0.02,0.9955981140410699,0.9898342700209674,0.99906,0.6605503452764098,90935.41788705018,1.5082199384428243,0.39868911999034223
True,True,0.15,0.05,0.9955981140410699,0.9898342700209674,0.99906,0.6605503452764098,90935.41788705018,1.5082199384428243,0.39868911999034223
True,True,0.15,0.1,0.9303431308036664,0.9133529554668384,0.99446,0.6038252722052267,67971.30433695743,2.1410716022517855,0.31836268847966265
True,True,0.15,0.2,0.9625702888921716,0.9510240920884905,0.9979,0.6067383876526944,69540.80897240207,4.60726025690447,0.17834021503971664
True,True,0.15,0.4,0.9936052608457917,0.9854007828990474,0.99958,0.5788614977017938,30606.647105407785,4.96149491488068,0.16774316078067394
True,True,0.15,1.0,6.012219170185157e-05,0.07389079781960725,0.8521,-0.6798023244296795,3.344328539572508,12.668763475397459,0.07315950720779607
True,True,0.2,0.01,0.9955981140410699,0.9898342700209674,0.99906,0.6605503452764098,90935.41788705018,1.5082199384428243,0.39868911999034223
True,True,0.2,0.02,0.9955981140410699,0.9898342700209674,0.99906,0.6605503452764098,90935.41788705018,1.5082199384428243,0.39868911999034223
True,True,0.2,0.05,0.9955981140410699,0.9898342700209674,0.99906,0.6605503452764098,90935.41788705018,1.5082199384428243,0.39868911999034223
True,True,0.2,0.1,0.9303431308036664,0.9133529554668384,0.99446,0.6038252722052267,67971.30433695743,2.1410716022517855,0.31836268847966265
True,True,0.2,0.2,0.9625702888921716,0.9510240920884905,0.9979,0.6067383876526944,69540.80897240207,4.60726025690447,0.17834021503971664
True,True,0.2,0.4,0.9936052608457917,0.9854007828990474,0.99958,0.5788614977017938,30606.647105407785,4.96149491488068,0.16774316078067394
True,True,0.2,1.0,6.012219170185157e-05,0.07389079781960725,0.8521,-0.6798023244296795,3.344328539572508,12.668763475397459,0.07315950720779607
True,True,0.5,0.01,0.9955981140410699,0.9898342700209674,0.99906,0.6605503452764098,90935.41788705018,1.5082199384428243,0.39868911999034223
True,True,0.5,0.02,0.9955981140410699,0.9898342700209674,0.99906,0.6605503452764098,90935.41788705018,1.5082199384428243,0.39868911999034223
True,True,0.5,0.05,0.9955981140410699,0.9898342700209674,0.99906,0.6605503452764098,90935.41788705018,1.5082199384428243,0.39868911999034223
